window,datetime,instrument,entity,sector,score,weight,raw_return,benchmark_return,net_contribution,precision_hit,evaluation
2026H1,2026-03-10,600900,长江电力,Utilities,0.2344042808,0.25,-0.003391113394,-0.03550439199,-0.001347778349,True,reporting
2026H1,2026-03-10,600938,中国海油,Energy,0.1401763707,0.25,-0.02825821849,-0.03550439199,-0.007564554623,True,reporting
2026H1,2026-03-24,000300,CSI300 fallback,CSI300,,1,0.00633796527,0.00633796527,0.00433796527,False,reporting
2026H1,2026-04-08,000300,CSI300 fallback,CSI300,,1,0.0482024144,0.0482024144,0.0482024144,False,reporting
2026H1,2026-04-22,600522,中天科技,Industrials,0.4403361976,0.25,0.2938570757,0.03378785477,0.07296426893,True,reporting
2026H1,2026-04-22,002475,立讯精密,Technology,0.2601981163,0.25,0.1390327088,0.03378785477,0.0342581772,True,reporting
2026H1,2026-04-22,603806,福斯特,Materials,0.1269360334,0.25,0.03997775148,0.03378785477,0.00949443787,True,reporting
2026H1,2026-04-22,601985,中国核电,Utilities,0.06890843064,0.25,0.01455768309,0.03378785477,0.003139420773,False,reporting
2026H1,2026-05-11,600522,中天科技,Industrials,0.4045675695,0.25,-0.08171654232,-3.996605352e-05,-0.02080413558,False,reporting
2026H1,2026-05-11,688521,芯原股份,Technology,0.3110358119,0.25,-0.02147136493,-3.996605352e-05,-0.005742841233,False,reporting
2026H1,2026-05-11,002709,天赐材料,Materials,0.3215959966,0.25,-0.1126471831,-3.996605352e-05,-0.02853679578,False,reporting
2026H1,2026-05-11,300133,华策影视,Communication Services,0.06519553065,0.25,-0.1192843651,-3.996605352e-05,-0.03019609127,False,reporting
2026H1,2026-05-25,300782,卓胜微,Technology,0.3261427283,0.25,-0.1603765845,-0.02951546871,-0.04046914613,False,reporting
2026H1,2026-05-25,688676,金盘科技,Industrials,0.540789783,0.25,-0.1051207148,-0.02951546871,-0.0266551787,False,reporting
2026H1,2026-05-25,603806,福斯特,Materials,0.1305658072,0.25,-0.1317047027,-0.02951546871,-0.03330117568,False,reporting
2026H1,2026-05-25,300133,华策影视,Communication Services,0.06871747226,0.25,-0.1647855099,-0.02951546871,-0.04157137747,False,reporting
2026H1,2026-06-08,300548,长芯博创,Technology,0.7614300251,0.25,0.1816770925,0.02940744301,0.04504427312,True,reporting
2026H1,2026-06-08,301291,明阳电气,Industrials,1.058489799,0.25,-0.1569664646,0.02940744301,-0.03961661615,False,reporting
2026H1,2026-06-08,603806,福斯特,Materials,0.5593901277,0.25,-0.003669692021,0.02940744301,-0.001292423005,False,reporting
2026H1,2026-06-08,603392,万泰生物,Health Care,0.2124550045,0.25,-0.1203852342,0.02940744301,-0.03047130855,False,reporting
2026H1,2026-06-23,300408,三环集团,Technology,1.029317617,0.25,-0.1020928156,-0.03792941139,-0.0258982039,False,reporting
2026H1,2026-06-23,600026,中远海能,Industrials,0.5205975771,0.25,-0.3065168402,-0.03792941139,-0.07700421005,False,reporting
2026H1,2026-06-23,603260,合盛硅业,Materials,0.5342959762,0.25,-0.1433278975,-0.03792941139,-0.03620697437,False,reporting
2026H1,2026-06-23,603392,万泰生物,Health Care,0.015202187,0.25,0.01350368045,-0.03792941139,0.003000920113,True,reporting
2026H2_PARTIAL,2026-07-01,301666,大普微,Technology,1.067633986,0.25,-0.1076973859,-0.02366060168,-0.02729934647,False,reporting
2026H2_PARTIAL,2026-07-01,601600,中国铝业,Materials,0.7015627623,0.25,0.06242352804,-0.02366060168,0.01523088201,True,reporting
2026H2_PARTIAL,2026-07-01,301291,明阳电气,Industrials,0.6507356167,0.25,0.06641417587,-0.02366060168,0.01622854397,True,reporting
2026H2_PARTIAL,2026-07-01,603392,万泰生物,Health Care,0.0835750699,0.25,0.06254443024,-0.02366060168,0.01526110756,True,reporting
2026H2_PARTIAL,2026-07-15,300408,三环集团,Technology,1.299153924,0.25,-0.01459851722,-0.03165179389,-0.004149629305,True,reporting
2026H2_PARTIAL,2026-07-15,600184,光电股份,Industrials,0.7320377231,0.25,-0.1503841863,-0.03165179389,-0.03809604658,False,reporting
2026H2_PARTIAL,2026-07-15,603260,合盛硅业,Materials,0.7000020742,0.25,-0.07399164926,-0.03165179389,-0.01899791232,False,reporting
2026H2_PARTIAL,2026-07-15,603259,药明康德,Health Care,0.1094728187,0.25,-0.0119684775,-0.03165179389,-0.003492119375,True,reporting
